"ID","Category","Name","Severity","Result","Recommended","TestResult","SeverityFinding"
"2207","MSS (Legacy)","MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes","Passed","Registry value created/modified","","Passed",""
"2208","MSS (Legacy)","MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers","Passed","Registry value created/modified","","Passed",""
"2300","Windows Firewall","HardeningKitty-Block-TCP-NetBIOS","Passed","Rule created","","Passed",""
"2301","Windows Firewall","HardeningKitty-Block-TCP-RDP","Passed","Rule created","","Passed",""
"2302","Windows Firewall","HardeningKitty-Block-TCP-RPC","Passed","Rule created","","Passed",""
"2303","Windows Firewall","HardeningKitty-Block-TCP-SMB","Passed","Rule created","","Passed",""
"2304","Windows Firewall","HardeningKitty-Block-TCP-WinRM","Passed","Rule created","","Passed",""
"2305","Windows Firewall","HardeningKitty-Block-UDP-NetBIOS","Passed","Rule created","","Passed",""
"2306","Windows Firewall","HardeningKitty-Block-UDP-RPC","Passed","Rule created","","Passed",""
"2307","Windows Firewall","HardeningKitty-Block-calc-x64","Passed","Rule created","","Passed",""
"2308","Windows Firewall","HardeningKitty-Block-calc-x86","Passed","Rule created","","Passed",""
"2309","Windows Firewall","HardeningKitty-Block-certutil-x64","Passed","Rule created","","Passed",""
"2310","Windows Firewall","HardeningKitty-Block-certutil-x86","Passed","Rule created","","Passed",""
"2311","Windows Firewall","HardeningKitty-Block-conhost-x64","Passed","Rule created","","Passed",""
"2312","Windows Firewall","HardeningKitty-Block-conhost-x86","Passed","Rule created","","Passed",""
"2313","Windows Firewall","HardeningKitty-Block-cscript-x64","Passed","Rule created","","Passed",""
"2314","Windows Firewall","HardeningKitty-Block-cscript-x86","Passed","Rule created","","Passed",""
"2315","Windows Firewall","HardeningKitty-Block-mshta-x64","Passed","Rule created","","Passed",""
"2316","Windows Firewall","HardeningKitty-Block-mshta-x86","Passed","Rule created","","Passed",""
"2317","Windows Firewall","HardeningKitty-Block-notepad-x64","Passed","Rule created","","Passed",""
"2318","Windows Firewall","HardeningKitty-Block-notepad-x86","Passed","Rule created","","Passed",""
"2319","Windows Firewall","HardeningKitty-Block-RunScriptHelper-x64","Passed","Rule created","","Passed",""
"2320","Windows Firewall","HardeningKitty-Block-RunScriptHelper-x86","Passed","Rule created","","Passed",""
"2321","Windows Firewall","HardeningKitty-Block-wscript-x64","Passed","Rule created","","Passed",""
"2322","Windows Firewall","HardeningKitty-Block-wscript-x86","Passed","Rule created","","Passed",""
